UID,ApplicationDate,Amount,Term,EmploymentType,LoanPurpose,Success,ALL_AgeOfOldestAccount,ALL_AgeOfYoungestAccount,ALL_Count,ALL_CountActive,ALL_CountClosedLast12Months,ALL_CountDefaultAccounts,ALL_CountOpenedLast12Months,ALL_CountSettled,ALL_MeanAccountAge,ALL_SumCurrentOutstandingBal,ALL_SumCurrentOutstandingBalExcMtg,ALL_TimeSinceMostRecentDefault,ALL_WorstPaymentStatusActiveAccounts
4089731,03/06/2020,15000,48,Employed - full time,car,0,131,0,19,8,1,0,3,11,62.0,310387,2808,-1,0
4090643,03/06/2020,14000,60,Employed - full time,Car repairs,0,270,14,18,5,1,0,0,13,67.56,233949,2060,-1,0
4091528,03/06/2020,2000,12,Employed - full time,Other,0,292,3,9,8,1,1,2,1,62.33,4555,4555,-1,7
4094343,03/06/2020,15000,60,Employed - full time,Consolidation,0,338,5,28,13,1,0,4,15,65.32,27622,27622,-1,0
4098624,03/06/2020,3000,24,Employed - full time,A few things,0,48,7,8,7,0,0,1,1,35.75,11684,11684,-1,0
4104716,03/06/2020,16000,60,Employed - full time,Car,0,140,3,11,6,0,0,1,5,33.45,15186,15186,-1,0
4105467,04/06/2020,3000,24,Employed - full time,car,1,129,5,5,5,0,0,1,0,57.8,1146,1146,-1,0
4105623,04/06/2020,5000,36,Employed - full time,consolidation,0,108,3,14,4,1,6,1,10,48.0,4257,4257,-1,7
4105763,04/06/2020,4000,24,Employed - full time,Car,0,89,5,9,4,2,3,1,5,49.11,1732,1732,-1,7
4108151,04/06/2020,10000,48,Employed - full time,Vets bills,0,198,0,13,5,3,2,2,8,68.77,3111,3111,-1,0
4113396,04/06/2020,2000,24,Employed - full time,home improvement,0,165,6,11,4,1,5,1,7,81.36,3172,3172,-1,0
4114975,04/06/2020,2000,24,Employed - full time,engagement,0,127,4,22,11,3,0,3,11,46.27,21138,21138,-1,3
4116334,04/06/2020,2000,12,Employed - full time,Car,0,244,2,19,11,3,0,4,8,49.11,8678,8678,-1,0
4117023,04/06/2020,20000,60,Employed - full time,debt consolidation,0,276,8,23,9,8,0,1,14,95.35,40625,40625,-1,0
4117801,04/06/2020,6000,36,Employed - full time,Debt Consolidation,1,151,0,23,10,3,0,3,13,49.91,124263,24071,-1,0
4119023,04/06/2020,10000,60,Employed - full time,Consolidation,0,145,1,39,22,4,0,10,17,42.28,61857,34304,-1,0
4119723,04/06/2020,3000,24,Employed - full time,Car,1,297,18,17,13,0,0,0,4,135.88,79679,13922,-1,0
4121676,04/06/2020,1500,12,Employed - full time,Consildate debt,0,276,6,16,9,1,1,4,7,58.62,7881,7881,-1,7
4122451,04/06/2020,1000,18,Employed - full time,emergency,0,33,1,31,10,9,1,13,21,15.0,1017,1017,-1,0
4127259,04/06/2020,20000,60,Employed - full time,carpets washing machine,0,248,1,30,14,5,4,5,16,67.5,119179,24099,-1,0
4128210,04/06/2020,17000,24,Employed - full time,Debt consolidation,0,362,3,22,12,5,0,7,10,67.59,46754,19769,-1,0
4130316,04/06/2020,11000,36,Employed - full time,new car,0,58,4,13,9,3,0,7,4,23.23,1594,1594,-1,0
4132732,04/06/2020,5000,36,Employed - full time,credit card,0,165,4,9,7,1,0,3,2,43.89,10099,10099,-1,0
4133232,04/06/2020,5000,60,Employed - full time,Home improvement,0,107,4,17,8,0,0,2,9,57.53,145387,23075,-1,0
4134570,04/06/2020,4000,24,Employed - full time,car,0,128,4,14,6,2,0,2,8,69.93,2760,2760,-1,0
4134960,04/06/2020,2000,24,Employed - full time,Other,0,115,4,45,9,2,0,2,36,37.22,21124,21124,-1,6
4135402,04/06/2020,4000,24,Employed - full time,Consolidate debts,0,160,8,20,15,0,0,2,5,60.45,107680,35268,-1,0
4138578,04/06/2020,10000,60,Employed - full time,Buying,0,198,2,20,10,1,0,3,10,73.15,121734,10350,-1,0
4138941,04/06/2020,3000,12,Employed - full time,Car repairs,0,143,59,4,3,0,1,0,1,92.75,125,125,-1,7
4141261,04/06/2020,10000,48,Employed - full time,Car,0,84,2,8,8,0,2,2,0,38.75,13736,13736,-1,7
4141548,04/06/2020,12000,48,Employed - part time,New car,0,320,3,15,7,2,0,2,8,103.0,1021,1021,-1,0
4143003,04/06/2020,5000,60,Employed - full time,house improvements,1,250,8,23,12,1,0,2,11,85.3,259689,4826,-1,0
4144012,04/06/2020,2000,60,Employed - full time,Paying off a car bill,0,58,6,7,5,1,4,1,2,27.0,1411,1411,-1,7
4144111,04/06/2020,2000,48,Employed - part time,Home improvement,0,141,3,14,10,0,3,1,4,47.57,68979,11329,-1,7
4144552,04/06/2020,10000,60,Employed - full time,Personal expenses,0,143,4,16,4,0,0,1,12,58.0,255,255,-1,0
4146579,04/06/2020,4000,60,Employed - full time,short term loan,0,130,4,22,14,0,0,5,8,34.0,8586,8586,-1,0
4149628,05/06/2020,1000,24,Employed - full time,Improvements,0,174,5,9,7,0,5,2,2,63.56,947,947,-1,7
4152117,05/06/2020,5000,60,Employed - full time,New car,0,175,5,13,5,2,1,1,8,54.0,2803,2803,-1,0
4153559,05/06/2020,2000,36,Employed - full time,Consolidation,0,59,1,27,20,6,0,10,7,18.26,16116,16116,-1,1
4155601,05/06/2020,18000,60,Employed - full time,debt consolidation,0,164,6,12,8,0,0,2,4,75.83,16520,16520,-1,0
4160685,05/06/2020,1100,12,Employed - full time,Home improvement,0,176,2,38,15,8,0,9,23,42.29,94676,6490,-1,0
4162369,05/06/2020,5000,36,Employed - full time,To consolodate and home improvement,0,121,5,9,7,1,5,2,2,41.0,10990,10990,-1,7
4166689,05/06/2020,6500,48,Employed - full time,car,0,103,10,37,22,1,6,1,15,33.0,34081,34081,-1,7
4167413,05/06/2020,4000,24,Employed - full time,Car,0,202,2,8,5,3,3,1,3,65.88,1933,1933,-1,7
4168272,05/06/2020,6000,24,Employed - full time,vehicle purchase,1,145,4,26,3,5,5,1,23,71.31,7676,7676,-1,0
4170186,05/06/2020,6000,24,Employed - full time,Consoladate some debts,0,122,5,13,9,3,0,2,4,28.69,10220,10220,-1,0
4170978,05/06/2020,18000,60,Employed - full time,House improvements,0,243,2,16,12,1,0,4,4,57.12,258888,8815,-1,0
4172723,05/06/2020,10000,60,Employed - full time,Car fixing,0,213,13,7,6,0,1,0,1,77.0,2103,2103,-1,7
4172919,06/06/2020,6500,48,Employed - full time,van,0,228,7,20,11,3,1,3,9,68.15,35994,35994,-1,0
4173058,06/06/2020,10000,48,Employed - full time,Car purchase,0,49,8,3,2,1,0,2,1,22.0,0,0,-1,0
4173252,06/06/2020,20000,60,Employed - full time,Car,0,107,6,13,10,0,0,4,3,49.69,191309,4911,-1,1
4175363,06/06/2020,6500,48,Employed - full time,Car repair,1,133,5,33,10,3,0,2,23,44.36,3436,3436,-1,0
4175865,06/06/2020,7000,48,Employed - full time,Car,1,225,38,8,5,1,0,0,3,80.88,0,0,-1,0
4176404,06/06/2020,6500,48,Employed - full time,Car,0,135,9,3,3,0,0,1,0,52.0,511,511,-1,0
4177628,06/06/2020,1500,60,Employed - full time,Debt consolidation,0,99,22,5,3,0,1,0,2,59.8,584,584,-1,7
4177919,06/06/2020,10000,48,Employed - full time,Car,0,97,2,5,4,0,0,2,1,41.2,1533,1533,-1,0
4178134,06/06/2020,20000,60,Employed - full time,Fines,0,273,3,18,13,2,1,3,5,62.11,156317,11820,-1,7
4179631,06/06/2020,6500,48,Employed - full time,Car,0,165,3,69,11,7,1,6,58,44.91,55478,1546,-1,7
4181302,06/06/2020,13500,60,Employed - full time,debt consolidation,0,213,1,30,13,5,0,8,17,56.57,14464,14464,-1,0
4181318,06/06/2020,6500,48,Employed - part time,Car,0,56,3,11,9,2,0,6,2,20.91,2828,2828,-1,2
4182288,06/06/2020,6500,48,Employed - full time,Car,0,73,1,17,10,1,0,5,7,33.94,263971,8094,-1,0
4183530,06/06/2020,6500,48,Employed - full time,Car,0,186,7,21,12,0,0,1,9,84.1,190319,14188,-1,0
4186743,06/06/2020,4000,24,Employed - full time,Pay credit cards,0,215,2,28,17,2,6,2,11,78.0,17354,17354,-1,7
4186889,06/06/2020,2000,24,Employed - full time,Debts,0,117,2,10,9,1,0,5,1,22.6,14180,14180,-1,1
4187905,06/06/2020,2000,12,Employed - full time,Washer,1,44,22,5,4,1,0,0,1,31.8,5551,5551,-1,0
4189446,06/06/2020,3000,36,Employed - full time,Car repairs and home improvement,0,148,5,20,17,0,9,1,3,55.4,17025,17025,-1,7
4190100,06/06/2020,10000,60,Employed - part time,Setting up a home,0,147,39,3,2,0,0,0,1,101.67,0,0,-1,0
4190747,06/06/2020,15000,60,Employed - full time,car,0,166,3,15,8,3,0,2,7,59.07,190254,3,-1,0
4193513,06/06/2020,9000,60,Employed - full time,Car,0,162,13,15,10,0,6,0,5,49.0,8433,8433,-1,7
4195193,06/06/2020,5000,60,Employed - full time,car,1,216,6,10,6,1,0,2,4,74.1,2250,2250,-1,0
4196598,06/06/2020,7500,48,Employed - full time,Pottery kiln,0,175,31,4,4,0,0,0,0,80.25,33,33,-1,0
4196935,06/06/2020,13000,48,Employed - full time,Car,0,178,10,13,10,0,0,1,3,77.62,138787,2890,-1,0
4197466,06/06/2020,6500,48,Employed - full time,car purchase,0,154,1,19,15,0,5,3,4,40.74,9176,9176,-1,7
4198843,06/06/2020,1000,24,Employed - full time,hospital treatment,0,153,6,32,14,6,0,5,18,35.16,15099,15099,-1,0
4199175,06/06/2020,10000,24,Employed - full time,Used car,0,131,5,14,10,0,0,1,4,52.43,5043,5043,-1,0
4199348,06/06/2020,5000,60,Employed - full time,Home impruving,0,165,7,16,12,2,0,1,4,48.81,54892,54892,-1,0
4201889,07/06/2020,10000,60,Employed - full time,car,0,66,7,13,10,0,0,1,3,42.08,280855,563,-1,0
4201925,07/06/2020,3000,36,Employed - full time,Home improvements,0,-1,-1,0,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1
4202489,07/06/2020,12000,36,Retired,short term cash,0,262,8,18,9,1,0,2,9,67.06,3206,3206,-1,0
4203939,07/06/2020,10000,60,Employed - full time,Credit card consolidation,0,136,2,9,7,0,2,1,2,51.56,8903,8903,-1,7
4204485,07/06/2020,4000,48,Employed - full time,car,1,105,7,9,7,0,0,1,2,45.44,143152,2151,-1,0
4207801,07/06/2020,10000,48,Employed - full time,Home Improvement,0,262,6,41,16,4,0,2,25,65.1,125103,21569,-1,0
4208963,07/06/2020,5000,36,Employed - full time,Consolidation of debts,0,100,2,35,17,2,2,6,18,38.86,51946,51946,-1,1
4209598,07/06/2020,6500,48,Employed - full time,Car,0,74,3,8,5,0,3,1,3,49.25,1332,1332,-1,7
4210113,07/06/2020,2000,30,Employed - full time,New soafa,0,101,3,18,14,1,0,5,4,37.28,33639,33639,-1,0
4211412,07/06/2020,18000,48,Employed - full time,home inprovements,0,170,3,18,9,2,0,5,9,53.0,1395,1395,-1,0
4212097,07/06/2020,2000,24,Employed - full time,Debt consolidation,0,85,10,14,10,1,6,1,4,42.86,5244,5244,-1,7
4212158,07/06/2020,13000,36,Employed - full time,Car and Spouse Car repair,0,56,2,6,6,0,0,1,0,33.67,45,45,-1,0
4212443,07/06/2020,20000,36,Employed - full time,Debt consolidation,0,151,1,36,16,5,0,7,20,52.31,364109,38214,-1,0
4212741,07/06/2020,6000,24,Employed - full time,New Car,1,266,14,24,11,4,0,0,13,63.67,253941,13084,-1,0
4212769,07/06/2020,7500,48,Employed - full time,pay of tax,0,147,3,8,8,0,0,1,0,69.25,13532,13532,-1,0
4213698,07/06/2020,7500,36,Employed - full time,home improvements,0,96,10,11,6,0,1,2,5,36.82,2645,2645,-1,7
4218559,07/06/2020,1500,60,Employed - full time,Debt pay off,0,157,3,30,10,3,6,4,20,29.8,1264,1264,-1,7
4222771,07/06/2020,15000,36,Employed - full time,balance transfer,0,153,9,14,8,2,0,1,6,70.43,7054,7054,-1,0
4223693,07/06/2020,8500,60,Employed - full time,Car,0,303,69,6,4,1,0,0,2,165.83,28668,0,-1,0
4224756,07/06/2020,6500,48,Employed - full time,vehicle,0,110,2,8,7,0,1,4,1,43.12,5368,5368,-1,0
4226514,07/06/2020,10000,36,Employed - part time,Finances,0,326,24,11,6,0,0,0,5,133.55,101846,23,-1,0
4226686,07/06/2020,2000,24,Employed - full time,car,0,95,11,11,7,1,5,1,4,38.18,6648,6648,-1,7
4228002,07/06/2020,5000,48,Employed - full time,car,0,130,6,6,2,0,1,1,4,85.17,0,0,-1,0
4229542,08/06/2020,4000,24,Employed - full time,consolidate other debt,0,272,4,16,14,2,0,1,2,68.56,21547,21547,-1,0
4229641,08/06/2020,15000,48,Employed - full time,Dental,0,55,8,18,11,3,0,3,7,32.17,5366,5366,-1,0
4229799,08/06/2020,3000,36,Employed - full time,car,0,91,5,11,11,0,6,3,0,46.82,10019,10019,-1,7
4231009,08/06/2020,2000,60,Retired,Debt consolidation,0,254,9,7,5,0,1,1,2,120.57,2549,2549,-1,7
4232167,08/06/2020,6500,48,Employed - full time,car purchase,0,131,2,19,13,1,5,4,6,59.16,3200,3200,-1,7
4232982,08/06/2020,20000,60,Employed - full time,Consolidate bills and other,0,106,2,16,10,0,1,2,6,45.0,11686,11686,-1,7
4233484,08/06/2020,6000,36,Employed - full time,credit card refinancing,0,42,3,8,6,1,0,5,2,11.75,22,22,-1,0
4234513,08/06/2020,10000,60,Employed - full time,Decoration,0,251,3,17,10,0,7,1,7,76.71,48769,6768,-1,7
4236827,08/06/2020,10000,60,Employed - full time,car and insurance,0,56,13,31,14,3,13,0,17,29.61,15775,15775,-1,7
4239673,08/06/2020,12000,48,Employed - full time,Credit cards to one pyment,0,224,12,22,12,3,0,1,10,68.0,95907,14379,-1,0
4239811,08/06/2020,6500,48,Employed - full time,Car,0,189,4,16,8,4,0,4,8,29.56,5060,5060,-1,0
4241266,08/06/2020,2000,12,Employed - full time,Other,0,110,2,216,14,28,0,26,202,40.81,5170,5170,-1,0
4243309,08/06/2020,15000,60,Employed - full time,Car,0,136,4,11,8,0,4,1,3,64.45,4263,4263,-1,7
4243404,08/06/2020,10000,60,Employed - part time,Debt consolidation,0,174,1,11,10,0,0,4,1,59.64,230650,8742,-1,2
4244353,08/06/2020,6500,48,Employed - full time,Car,0,90,2,34,12,5,1,10,22,35.74,30456,30456,-1,7
4244780,08/06/2020,20000,60,Employed - full time,car,0,157,6,21,10,4,0,3,11,57.81,71658,18305,-1,0
4246652,08/06/2020,5000,60,Employed - full time,pay off high interest loan,0,137,1,43,14,2,0,3,29,53.02,125280,42080,-1,0
4248813,08/06/2020,10000,54,Employed - full time,Consolidation,0,191,3,27,16,2,0,1,11,60.93,18428,18428,-1,1
4249368,08/06/2020,10000,24,Employed - full time,Consolidation,0,154,4,10,8,1,3,1,2,82.0,16017,16017,-1,7
4250548,08/06/2020,10000,24,Employed - part time,Car,0,307,28,13,8,1,0,0,5,141.85,56207,17556,-1,0
4251351,08/06/2020,6500,48,Employed - full time,car,0,105,40,7,2,0,3,0,5,67.29,587,587,-1,7
4251942,08/06/2020,15000,36,Employed - full time,Consolidation,0,219,4,15,12,0,0,3,3,45.2,31793,31793,-1,0
4254622,08/06/2020,16000,48,Employed - full time,New car,0,288,5,15,8,2,0,1,7,97.67,2170,2170,-1,0
4254913,08/06/2020,10000,60,Employed - full time,Car,0,253,6,18,11,1,0,3,7,61.67,11595,11595,-1,0
4255446,08/06/2020,6000,60,Employed - full time,House repairs,0,195,4,18,8,1,0,3,10,53.39,117187,20668,-1,0
4258609,09/06/2020,2000,24,Employed - full time,consolidatio,0,58,37,8,6,0,6,0,2,55.12,8968,8968,-1,7
4259648,09/06/2020,15000,24,Employed - full time,Consolidation,0,151,4,16,9,1,5,1,7,63.81,22091,22091,-1,7
4259681,09/06/2020,5000,36,Employed - full time,New flooring,0,120,13,47,19,0,17,0,28,50.04,7860,7860,-1,7
4260029,09/06/2020,1000,24,Employed - full time,Debt consolidation,0,225,3,13,12,0,7,1,1,55.77,3459,3459,-1,7
4260232,09/06/2020,7500,48,Retired,Operation,0,223,2,5,4,1,0,1,1,103.2,0,0,-1,0
4261245,09/06/2020,6500,48,Employed - full time,Car/Vehicle Loan,0,75,36,8,6,0,6,0,2,60.25,5254,5254,-1,7
4263184,09/06/2020,7500,48,Retired,Improvements,0,206,45,6,2,0,0,0,4,133.0,3866,3866,-1,0
4265317,09/06/2020,20000,60,Employed - full time,Consolidation of debts and new car.,0,430,15,19,11,2,0,0,8,107.89,63156,23920,-1,0
4266522,09/06/2020,5600,12,Employed - full time,pay off credit card,0,115,2,42,14,1,1,5,28,40.07,11599,11599,-1,7
4266800,09/06/2020,4000,54,Employed - full time,re financing credit,0,112,3,16,9,0,2,4,7,49.81,9724,9724,-1,7
4267302,09/06/2020,6500,48,Employed - full time,Car/Vehicle Loan,0,278,2,25,9,5,7,1,16,58.12,3829,3829,-1,7
4269073,09/06/2020,6500,48,Employed - full time,debt consolidation,1,203,1,16,10,3,2,3,6,67.94,17431,17431,-1,1
4270561,09/06/2020,5000,36,Employed - full time,Reconciliation,0,223,4,21,10,1,5,5,11,71.81,5855,5855,-1,7
4270659,09/06/2020,10000,48,Employed - full time,car,0,109,13,9,9,0,5,0,0,45.22,1709,1709,-1,7
4271299,09/06/2020,13500,48,Employed - full time,Car,0,124,28,6,4,0,0,0,2,65.5,10940,10940,-1,0
4273024,09/06/2020,20000,48,Employed - full time,Repairs,0,44,7,14,7,1,0,2,7,29.79,18505,18505,-1,0
4276872,09/06/2020,10000,60,Employed - full time,Pay off credit cards and catalogues,0,95,2,17,11,2,0,4,6,49.71,10733,10733,-1,0
4277456,09/06/2020,7500,48,Employed - full time,Family medical expense,0,230,47,8,6,1,0,0,2,87.88,0,0,-1,0
4277894,09/06/2020,3000,60,Employed - full time,consolidate bills,0,129,4,14,13,0,0,1,1,35.86,3579,3579,-1,1
4280853,09/06/2020,3500,24,Employed - full time,Debt,1,135,12,17,10,0,1,0,7,48.29,5771,5771,-1,2
4283412,09/06/2020,5000,24,Employed - full time,first months rent,0,23,5,12,7,3,0,4,5,14.42,1137,1137,-1,6
4284039,09/06/2020,6000,36,Employed - full time,Car Payments,1,177,4,22,11,2,0,2,11,58.55,227442,3670,-1,0
4285174,09/06/2020,1500,60,Retired,A weekend away,0,365,129,4,3,0,2,0,1,236.5,310,310,-1,7
4287855,09/06/2020,15000,48,Employed - full time,Buy a car,0,78,6,5,5,0,0,1,0,40.2,3777,3777,-1,0
4288614,09/06/2020,1000,12,Employed - part time,Home Improvments,0,66,2,9,7,1,0,5,2,20.0,877,877,-1,0
4289037,09/06/2020,4000,24,Employed - full time,Consolidation,0,78,2,23,18,1,0,7,5,22.0,12670,12670,-1,1
4289492,09/06/2020,11000,24,Employed - full time,Debt Consolidation,0,178,10,29,11,1,3,2,18,62.76,14937,14937,-1,0
4289875,09/06/2020,15000,60,Employed - full time,consolidation,0,388,22,17,12,0,0,0,5,137.29,519153,344209,-1,1
4290915,09/06/2020,15000,36,Employed - full time,Car part,0,193,4,7,6,1,0,1,1,72.43,0,0,-1,0
4291513,09/06/2020,10000,54,Employed - full time,Car,0,256,7,46,23,1,5,5,23,74.0,18747,18747,-1,7
4292993,10/06/2020,7000,36,Employed - full time,Consolidation,0,187,21,12,8,1,0,0,4,80.67,32206,32206,-1,0
4293280,10/06/2020,15000,60,Employed - full time,debt consolidation,0,128,2,19,9,1,0,2,10,39.05,11922,11922,-1,0
4293425,10/06/2020,6500,48,Employed - full time,Car repairs,0,110,29,18,13,0,11,0,5,60.28,10741,10741,-1,7
4294168,10/06/2020,3000,12,Employed - full time,Vets bills,0,103,2,32,12,1,8,1,20,58.59,4463,4463,-1,7
4295214,10/06/2020,13000,48,Employed - full time,shopping,0,211,9,12,7,0,1,1,5,74.92,1400,1400,-1,0
4297832,10/06/2020,3500,36,Employed - full time,Marriage costs,0,88,2,12,7,0,0,3,5,28.5,32847,32847,-1,0
4301698,10/06/2020,2000,24,Employed - full time,Children's birthday,0,111,3,20,17,1,1,7,3,41.4,143249,20441,-1,7
4301787,10/06/2020,6500,48,Employed - part time,Urgent car repairs,0,290,5,23,11,3,0,2,12,67.48,39481,39481,-1,0
4304357,10/06/2020,2000,24,Employed - full time,To get motorbike repaired,0,271,10,32,18,1,1,2,14,79.66,21978,21978,-1,7
4306581,10/06/2020,5000,60,Employed - full time,wedding,0,115,4,8,6,1,0,2,2,49.75,542,542,-1,0
4310781,10/06/2020,6500,48,Employed - full time,Car,0,118,16,8,4,1,0,0,4,40.5,5138,5138,-1,0
4313440,10/06/2020,5000,60,Employed - full time,Debt consolidation,0,221,14,9,6,0,0,0,3,61.11,19852,19852,-1,0
4315615,10/06/2020,10000,36,Employed - full time,Home improvements,0,237,4,16,10,0,0,1,6,90.75,361360,12230,-1,0
4315816,10/06/2020,3000,48,Employed - full time,Debt consolidation,1,201,3,26,9,4,2,1,17,68.96,7164,7164,-1,7
4315951,10/06/2020,6500,48,Employed - full time,Car,0,130,11,28,10,4,10,1,18,41.82,10474,10474,-1,7
4316363,10/06/2020,12000,60,Employed - full time,"bills, car repairs",0,131,3,14,11,1,0,2,3,70.29,182373,11482,-1,0
4317420,10/06/2020,6500,48,Employed - full time,Car Purchase,0,155,10,41,12,0,12,1,29,49.15,10712,10712,-1,7
4319032,10/06/2020,10000,60,Employed - full time,vehicle,0,35,5,5,5,0,0,2,0,18.0,20,20,-1,0
4319440,10/06/2020,8000,30,Employed - full time,consolidation and car,1,195,3,25,11,3,0,4,14,55.72,186302,17236,-1,0
4319804,10/06/2020,8000,60,Employed - part time,Car,0,108,6,50,10,2,3,1,40,53.34,5497,5497,-1,7
4321221,10/06/2020,7500,48,Employed - full time,Debt consolidation,0,411,13,25,17,2,0,0,8,115.24,23082,23082,-1,0
4321336,10/06/2020,10000,36,Employed - full time,wedding,0,476,4,23,11,1,0,4,12,93.83,674006,76987,-1,0
4321427,10/06/2020,10000,36,Employed - full time,Car,0,225,22,14,9,0,0,0,5,101.86,171702,0,-1,0
4321652,10/06/2020,4000,24,Employed - part time,Car,0,298,6,13,9,1,0,1,4,121.77,474667,2482,-1,0
4324862,10/06/2020,20000,60,Employed - full time,New car,0,182,9,15,9,1,0,1,6,61.2,43791,6197,-1,0
4324943,10/06/2020,20000,60,Employed - full time,Vehicle,0,76,7,8,5,1,0,1,3,39.0,15652,15652,-1,0
4326321,10/06/2020,6500,48,Employed - full time,Motorbike,0,248,4,18,14,1,0,4,4,55.72,1738,1738,-1,0
4327573,11/06/2020,3000,24,Employed - full time,New car,0,328,5,40,16,3,7,4,24,76.35,31323,31323,-1,7
4328792,11/06/2020,7500,60,Employed - full time,Consolidation,0,143,9,16,13,1,0,1,3,28.75,20710,20710,-1,0
4328924,11/06/2020,6500,48,Employed - full time,Car,0,92,7,12,10,1,0,1,2,41.0,32625,32625,-1,0
4331040,11/06/2020,6500,48,Employed - part time,Car,0,95,2,18,17,0,0,4,1,40.78,119876,14923,-1,0
4333363,11/06/2020,10000,60,Employed - full time,Credit cards,0,253,18,7,4,0,1,0,3,87.86,1770,1770,-1,0
4333737,11/06/2020,15000,60,Employed - full time,Car costs,0,343,16,20,7,0,0,0,13,95.6,194565,0,-1,0
4335545,11/06/2020,20000,60,Employed - full time,Paying of credit card,0,226,10,12,8,1,0,2,4,68.42,19332,19332,-1,0
4336622,11/06/2020,5000,36,Employed - full time,up date house,0,64,64,1,1,0,0,0,0,64.0,0,0,-1,0
4338410,11/06/2020,4000,24,Employed - full time,home improvements,0,112,48,14,12,0,8,0,2,75.21,19003,19003,-1,7
4340265,11/06/2020,5000,36,Employed - full time,Debt consolidation,0,-1,-1,0,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1
4341062,11/06/2020,7500,48,Employed - full time,Other,0,137,13,20,10,1,0,0,10,56.3,56408,56408,-1,0
4341418,11/06/2020,7500,36,Employed - full time,debt,0,240,4,19,11,0,4,4,8,72.84,4893,4893,-1,2
4342267,11/06/2020,10000,48,Employed - full time,Home,0,167,1,26,15,4,0,7,11,57.12,109825,10801,-1,0
4343398,11/06/2020,4000,24,Employed - full time,Motorbike,0,247,7,6,5,0,0,1,1,111.5,0,0,-1,0
4344575,11/06/2020,13000,60,Employed - full time,Car Repair,0,119,50,20,10,0,10,0,10,69.16,7481,7481,-1,7
4344947,11/06/2020,5000,36,Employed - full time,Car repairs,0,217,7,17,9,2,9,1,8,54.88,8032,8032,-1,7
4345104,11/06/2020,10000,60,Employed - full time,car,0,84,8,16,12,0,0,2,4,40.38,20274,20274,-1,0
4346757,11/06/2020,10000,48,Employed - full time,Car Purchase,0,44,29,3,3,0,0,0,0,36.67,0,0,-1,0
4347139,11/06/2020,5000,12,Employed - full time,Home improvements,0,295,16,17,6,2,0,0,11,79.53,38926,8180,-1,0
4347188,11/06/2020,16000,60,Employed - full time,Car,0,120,8,10,7,1,0,1,3,47.1,11243,11243,-1,0
4347284,11/06/2020,2500,36,Employed - full time,Car,1,196,19,12,4,0,0,0,8,135.58,108758,7361,-1,0
4349616,11/06/2020,10000,60,Employed - full time,Car,0,208,12,9,7,0,0,0,2,78.0,143428,6186,-1,0
4351493,11/06/2020,15000,36,Employed - part time,Debt consolidation,0,64,20,9,6,0,0,0,3,39.89,136258,602,-1,0
4352083,11/06/2020,7500,60,Employed - full time,Credit card,0,204,2,46,13,5,0,7,33,51.41,38756,38756,-1,0
4352185,11/06/2020,5000,24,Employed - full time,vacanties,0,71,11,4,4,0,0,1,0,38.5,1188,1188,-1,0
4353016,11/06/2020,4000,24,Employed - full time,Debt Consolidation,1,163,3,14,7,2,0,2,7,47.36,145284,5477,-1,0
4353183,11/06/2020,2000,30,Employed - full time,vet bill,0,90,4,32,8,12,2,6,24,29.25,18965,18965,-1,0
4353462,11/06/2020,18500,60,Employed - full time,Debt Consolidation,0,461,9,14,9,2,0,1,5,152.14,27912,27912,-1,0
4353673,11/06/2020,1000,12,Employed - full time,Dental bill,0,142,14,38,16,1,16,0,22,42.68,16815,16815,-1,7
4354225,12/06/2020,15000,60,Employed - full time,rent deposit,0,173,5,19,13,0,0,1,6,65.95,216525,16276,-1,0
4354973,12/06/2020,5000,36,Employed - full time,Debt consolidation,1,280,5,24,15,1,1,2,9,93.17,17938,9852,-1,0
4354997,12/06/2020,6500,48,Employed - full time,Car,0,191,1,21,10,4,0,6,11,51.24,8534,8534,-1,0
4355186,12/06/2020,10000,48,Employed - full time,Vet bills,0,300,20,9,5,2,0,0,4,124.89,263471,12516,-1,0
4355563,12/06/2020,1000,24,Employed - full time,home improvement,0,56,0,9,7,0,2,3,2,23.5,1289,1289,-1,7
4355749,12/06/2020,15000,60,Employed - full time,home improvmentw,0,163,21,6,6,0,1,0,0,78.33,207454,3929,-1,7
4356271,12/06/2020,10000,60,Employed - full time,Car,0,182,11,16,6,1,4,1,10,134.88,5941,5941,-1,7
4358972,12/06/2020,3000,12,Employed - full time,Car,1,437,11,4,4,0,0,1,0,189.5,786,786,-1,0
4360696,12/06/2020,20000,60,Employed - full time,Other,0,201,3,26,11,1,0,1,15,62.69,176509,35726,-1,0
4361559,12/06/2020,5999,36,Employed - full time,New car and pay of excisting loan.,0,82,10,5,3,0,0,1,2,57.0,329,329,-1,0
4361765,12/06/2020,10000,60,Employed - full time,Home improvements,1,94,13,7,7,0,0,0,0,43.0,95648,14084,-1,0
4362781,12/06/2020,10000,36,Employed - full time,Car,0,350,4,29,23,1,0,5,6,80.34,608556,8937,-1,0
4362935,12/06/2020,5000,36,Employed - part time,fine,0,111,7,12,5,1,0,1,7,45.33,26871,26871,-1,0
4363278,12/06/2020,10000,60,Employed - full time,Car,0,372,30,12,6,3,1,0,6,122.0,1195,1195,-1,7
